cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,mes,total_homicidio
05,ANTIOQUIA,05579,PUERTO BERRIO,2011,5,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2011,6,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2011,8,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2011,9,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2011,10,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2011,11,7
05,ANTIOQUIA,05579,PUERTO BERRIO,2011,12,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,1,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,2,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,3,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,4,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,5,6
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,6,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,7,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,8,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,9,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,10,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,11,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2012,12,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,1,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,2,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,3,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,4,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,5,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,6,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,7,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,8,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,9,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,10,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2013,11,7
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,1,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,2,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,3,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,4,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,5,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,6,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,7,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,8,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,9,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,10,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,11,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2014,12,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2015,1,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2015,2,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2015,3,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2015,6,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2015,8,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2015,9,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2015,11,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2015,12,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,1,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,2,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,3,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,5,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,6,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,7,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,8,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,9,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,10,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,11,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2016,12,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,1,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,2,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,3,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,4,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,5,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,6,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,7,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,8,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,9,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,10,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,11,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2017,12,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,1,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,2,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,3,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,4,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,5,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,6,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,8,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,9,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2018,10,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,1,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,3,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,4,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,5,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,6,7
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,7,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,8,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,9,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,10,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,11,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2019,12,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,1,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,2,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,3,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,6,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,7,6
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,8,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,10,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,11,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2020,12,10
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,1,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,2,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,3,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,4,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,5,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,6,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,7,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,8,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,9,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,10,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,11,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2021,12,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,1,8
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,2,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,3,6
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,4,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,5,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,6,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,7,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,8,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,9,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,10,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,11,8
05,ANTIOQUIA,05579,PUERTO BERRIO,2022,12,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,1,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,2,4
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,3,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,4,9
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,5,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,6,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,7,6
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,8,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,10,5
05,ANTIOQUIA,05579,PUERTO BERRIO,2023,11,7
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,1,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,2,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,3,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,4,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,5,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,6,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,7,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,8,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,9,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,10,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2024,12,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,1,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,2,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,3,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,4,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,5,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,6,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,7,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,8,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,9,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,11,2
05,ANTIOQUIA,05579,PUERTO BERRIO,2025,12,1
05,ANTIOQUIA,05579,PUERTO BERRIO,2026,1,3
05,ANTIOQUIA,05579,PUERTO BERRIO,2026,2,2
05,ANTIOQUIA,05585,PUERTO NARE,2003,9,1
05,ANTIOQUIA,05585,PUERTO NARE,2004,1,2
05,ANTIOQUIA,05585,PUERTO NARE,2004,2,1
05,ANTIOQUIA,05585,PUERTO NARE,2005,3,1
05,ANTIOQUIA,05585,PUERTO NARE,2005,6,1
05,ANTIOQUIA,05585,PUERTO NARE,2005,9,1
05,ANTIOQUIA,05585,PUERTO NARE,2006,1,1
05,ANTIOQUIA,05585,PUERTO NARE,2006,3,2
05,ANTIOQUIA,05585,PUERTO NARE,2006,4,1
05,ANTIOQUIA,05585,PUERTO NARE,2006,5,1
05,ANTIOQUIA,05585,PUERTO NARE,2006,8,2
05,ANTIOQUIA,05585,PUERTO NARE,2006,9,1
05,ANTIOQUIA,05585,PUERTO NARE,2006,10,1
05,ANTIOQUIA,05585,PUERTO NARE,2006,12,1
05,ANTIOQUIA,05585,PUERTO NARE,2007,10,1
05,ANTIOQUIA,05585,PUERTO NARE,2008,7,1
05,ANTIOQUIA,05585,PUERTO NARE,2008,9,1
05,ANTIOQUIA,05585,PUERTO NARE,2008,11,1
05,ANTIOQUIA,05585,PUERTO NARE,2009,1,2
05,ANTIOQUIA,05585,PUERTO NARE,2009,3,1
05,ANTIOQUIA,05585,PUERTO NARE,2009,4,1
05,ANTIOQUIA,05585,PUERTO NARE,2009,12,1
05,ANTIOQUIA,05585,PUERTO NARE,2010,1,1
05,ANTIOQUIA,05585,PUERTO NARE,2010,4,1
05,ANTIOQUIA,05585,PUERTO NARE,2010,5,1
05,ANTIOQUIA,05585,PUERTO NARE,2010,6,1
05,ANTIOQUIA,05585,PUERTO NARE,2010,7,1
05,ANTIOQUIA,05585,PUERTO NARE,2010,8,2
05,ANTIOQUIA,05585,PUERTO NARE,2010,10,1
05,ANTIOQUIA,05585,PUERTO NARE,2010,11,1
05,ANTIOQUIA,05585,PUERTO NARE,2010,12,1
05,ANTIOQUIA,05585,PUERTO NARE,2011,6,1
05,ANTIOQUIA,05585,PUERTO NARE,2012,3,1
05,ANTIOQUIA,05585,PUERTO NARE,2012,4,1
05,ANTIOQUIA,05585,PUERTO NARE,2012,6,4
05,ANTIOQUIA,05585,PUERTO NARE,2012,7,1
05,ANTIOQUIA,05585,PUERTO NARE,2012,10,1
05,ANTIOQUIA,05585,PUERTO NARE,2012,11,1
05,ANTIOQUIA,05585,PUERTO NARE,2012,12,1
05,ANTIOQUIA,05585,PUERTO NARE,2013,2,2
05,ANTIOQUIA,05585,PUERTO NARE,2014,2,1
05,ANTIOQUIA,05585,PUERTO NARE,2014,10,1
05,ANTIOQUIA,05585,PUERTO NARE,2015,7,1
05,ANTIOQUIA,05585,PUERTO NARE,2015,9,1
05,ANTIOQUIA,05585,PUERTO NARE,2015,12,1
05,ANTIOQUIA,05585,PUERTO NARE,2016,3,1
05,ANTIOQUIA,05585,PUERTO NARE,2016,10,3
05,ANTIOQUIA,05585,PUERTO NARE,2017,5,1
05,ANTIOQUIA,05585,PUERTO NARE,2017,6,1
05,ANTIOQUIA,05585,PUERTO NARE,2017,8,1
05,ANTIOQUIA,05585,PUERTO NARE,2018,2,1
05,ANTIOQUIA,05585,PUERTO NARE,2018,8,1
05,ANTIOQUIA,05585,PUERTO NARE,2018,9,1
05,ANTIOQUIA,05585,PUERTO NARE,2018,11,1
05,ANTIOQUIA,05585,PUERTO NARE,2019,2,1
05,ANTIOQUIA,05585,PUERTO NARE,2019,3,1
05,ANTIOQUIA,05585,PUERTO NARE,2019,8,1
05,ANTIOQUIA,05585,PUERTO NARE,2019,11,1
05,ANTIOQUIA,05585,PUERTO NARE,2019,12,1
05,ANTIOQUIA,05585,PUERTO NARE,2020,6,1
05,ANTIOQUIA,05585,PUERTO NARE,2020,10,1
05,ANTIOQUIA,05585,PUERTO NARE,2020,11,2
05,ANTIOQUIA,05585,PUERTO NARE,2021,1,1
05,ANTIOQUIA,05585,PUERTO NARE,2021,4,1
05,ANTIOQUIA,05585,PUERTO NARE,2021,5,1
05,ANTIOQUIA,05585,PUERTO NARE,2021,7,2
05,ANTIOQUIA,05585,PUERTO NARE,2021,11,1
05,ANTIOQUIA,05585,PUERTO NARE,2021,12,1
05,ANTIOQUIA,05585,PUERTO NARE,2022,5,2
05,ANTIOQUIA,05585,PUERTO NARE,2022,6,1
05,ANTIOQUIA,05585,PUERTO NARE,2022,9,2
05,ANTIOQUIA,05585,PUERTO NARE,2022,10,1
05,ANTIOQUIA,05585,PUERTO NARE,2023,3,1
05,ANTIOQUIA,05585,PUERTO NARE,2023,9,1
05,ANTIOQUIA,05585,PUERTO NARE,2023,12,1
05,ANTIOQUIA,05585,PUERTO NARE,2024,5,1
05,ANTIOQUIA,05585,PUERTO NARE,2024,11,1
05,ANTIOQUIA,05585,PUERTO NARE,2025,3,2
05,ANTIOQUIA,05585,PUERTO NARE,2025,7,1
05,ANTIOQUIA,05585,PUERTO NARE,2025,10,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2003,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2003,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2003,12,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2004,2,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2004,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2004,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2005,4,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2005,12,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2006,1,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2006,3,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2006,7,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2006,8,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2006,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2006,10,4
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2006,12,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2007,2,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2007,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2007,10,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2007,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2008,4,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2008,5,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2008,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2008,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2009,1,3
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2009,2,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2009,3,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2009,8,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2010,2,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2010,5,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2010,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2010,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2011,4,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2012,2,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2012,6,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2012,7,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2012,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2012,10,4
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2012,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2013,2,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2013,3,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2013,6,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2013,7,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2013,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2014,1,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2014,8,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2015,3,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2015,6,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2015,8,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2015,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2015,12,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2016,2,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2016,3,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2016,4,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2016,8,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2016,10,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2017,3,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2017,7,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2017,8,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2018,1,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2018,5,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2018,7,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2018,9,3
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2018,10,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2018,12,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,1,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,3,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,4,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,5,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,8,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,9,6
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,10,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2019,12,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,1,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,2,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,3,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,5,3
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,6,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,8,3
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2020,12,4
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2021,1,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2021,3,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2021,6,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2021,7,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2021,8,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2021,9,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2022,1,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2022,5,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2022,6,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2022,7,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2022,8,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2022,10,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2022,12,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2023,5,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2023,8,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2023,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2023,12,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2024,4,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2024,5,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2024,11,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2025,2,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2025,6,1
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2026,2,1
05,ANTIOQUIA,05604,REMEDIOS,2003,1,9
05,ANTIOQUIA,05604,REMEDIOS,2003,3,2
05,ANTIOQUIA,05604,REMEDIOS,2003,4,1
05,ANTIOQUIA,05604,REMEDIOS,2003,5,2
05,ANTIOQUIA,05604,REMEDIOS,2003,6,6
05,ANTIOQUIA,05604,REMEDIOS,2003,7,1
05,ANTIOQUIA,05604,REMEDIOS,2003,8,5
05,ANTIOQUIA,05604,REMEDIOS,2003,9,8
05,ANTIOQUIA,05604,REMEDIOS,2003,10,4
05,ANTIOQUIA,05604,REMEDIOS,2003,11,2
05,ANTIOQUIA,05604,REMEDIOS,2003,12,1
05,ANTIOQUIA,05604,REMEDIOS,2004,1,2
05,ANTIOQUIA,05604,REMEDIOS,2004,2,2
05,ANTIOQUIA,05604,REMEDIOS,2004,3,7
05,ANTIOQUIA,05604,REMEDIOS,2004,4,1
05,ANTIOQUIA,05604,REMEDIOS,2004,5,3
05,ANTIOQUIA,05604,REMEDIOS,2004,6,2
05,ANTIOQUIA,05604,REMEDIOS,2004,7,5
05,ANTIOQUIA,05604,REMEDIOS,2004,8,2
05,ANTIOQUIA,05604,REMEDIOS,2004,9,5
05,ANTIOQUIA,05604,REMEDIOS,2004,10,6
05,ANTIOQUIA,05604,REMEDIOS,2004,11,3
05,ANTIOQUIA,05604,REMEDIOS,2005,1,2
05,ANTIOQUIA,05604,REMEDIOS,2005,2,1
05,ANTIOQUIA,05604,REMEDIOS,2005,3,6
05,ANTIOQUIA,05604,REMEDIOS,2005,4,1
05,ANTIOQUIA,05604,REMEDIOS,2005,5,1
05,ANTIOQUIA,05604,REMEDIOS,2005,6,1
05,ANTIOQUIA,05604,REMEDIOS,2005,8,4
05,ANTIOQUIA,05604,REMEDIOS,2005,9,2
05,ANTIOQUIA,05604,REMEDIOS,2005,10,1
05,ANTIOQUIA,05604,REMEDIOS,2005,12,1
05,ANTIOQUIA,05604,REMEDIOS,2006,2,1
05,ANTIOQUIA,05604,REMEDIOS,2006,3,2
05,ANTIOQUIA,05604,REMEDIOS,2006,4,1
05,ANTIOQUIA,05604,REMEDIOS,2006,5,1
05,ANTIOQUIA,05604,REMEDIOS,2006,6,1
05,ANTIOQUIA,05604,REMEDIOS,2006,7,2
05,ANTIOQUIA,05604,REMEDIOS,2006,8,2
05,ANTIOQUIA,05604,REMEDIOS,2006,9,2
05,ANTIOQUIA,05604,REMEDIOS,2007,1,2
05,ANTIOQUIA,05604,REMEDIOS,2007,3,1
05,ANTIOQUIA,05604,REMEDIOS,2007,5,1
05,ANTIOQUIA,05604,REMEDIOS,2007,7,1
05,ANTIOQUIA,05604,REMEDIOS,2007,8,2
05,ANTIOQUIA,05604,REMEDIOS,2007,10,1
05,ANTIOQUIA,05604,REMEDIOS,2007,12,1
05,ANTIOQUIA,05604,REMEDIOS,2008,1,1
05,ANTIOQUIA,05604,REMEDIOS,2008,2,1
05,ANTIOQUIA,05604,REMEDIOS,2008,4,1
05,ANTIOQUIA,05604,REMEDIOS,2008,5,2
05,ANTIOQUIA,05604,REMEDIOS,2008,8,1
05,ANTIOQUIA,05604,REMEDIOS,2008,9,1
05,ANTIOQUIA,05604,REMEDIOS,2009,2,4
05,ANTIOQUIA,05604,REMEDIOS,2009,3,1
05,ANTIOQUIA,05604,REMEDIOS,2009,4,2
05,ANTIOQUIA,05604,REMEDIOS,2009,5,1
05,ANTIOQUIA,05604,REMEDIOS,2009,8,4
05,ANTIOQUIA,05604,REMEDIOS,2009,9,1
05,ANTIOQUIA,05604,REMEDIOS,2009,11,2
05,ANTIOQUIA,05604,REMEDIOS,2009,12,1
05,ANTIOQUIA,05604,REMEDIOS,2010,1,1
05,ANTIOQUIA,05604,REMEDIOS,2010,3,1
05,ANTIOQUIA,05604,REMEDIOS,2010,4,4
05,ANTIOQUIA,05604,REMEDIOS,2010,6,1
05,ANTIOQUIA,05604,REMEDIOS,2010,7,1
05,ANTIOQUIA,05604,REMEDIOS,2010,8,1
05,ANTIOQUIA,05604,REMEDIOS,2010,10,1
05,ANTIOQUIA,05604,REMEDIOS,2010,11,2
05,ANTIOQUIA,05604,REMEDIOS,2011,3,2
05,ANTIOQUIA,05604,REMEDIOS,2011,4,1
05,ANTIOQUIA,05604,REMEDIOS,2011,5,1
05,ANTIOQUIA,05604,REMEDIOS,2011,6,1
05,ANTIOQUIA,05604,REMEDIOS,2011,8,1
05,ANTIOQUIA,05604,REMEDIOS,2011,9,3
05,ANTIOQUIA,05604,REMEDIOS,2011,10,1
05,ANTIOQUIA,05604,REMEDIOS,2011,11,1
05,ANTIOQUIA,05604,REMEDIOS,2011,12,7
05,ANTIOQUIA,05604,REMEDIOS,2012,1,3
05,ANTIOQUIA,05604,REMEDIOS,2012,2,8
05,ANTIOQUIA,05604,REMEDIOS,2012,3,4
05,ANTIOQUIA,05604,REMEDIOS,2012,4,5
05,ANTIOQUIA,05604,REMEDIOS,2012,5,7
05,ANTIOQUIA,05604,REMEDIOS,2012,6,18
